10.000000,0.265230
20.000000,0.044170
30.000000,0.037960
40.000000,0.029400
50.000000,0.028450
60.000000,0.023660
70.000000,0.017450
80.000000,0.017400
90.000000,0.017030
100.000000,0.016370
110.000000,0.014080
120.000000,0.009690
130.000000,0.012000
140.000000,0.009980
150.000000,0.010750
160.000000,0.009810
170.000000,0.008170
180.000000,0.007720
190.000000,0.007200
200.000000,0.008820
210.000000,0.006640
220.000000,0.007260
230.000000,0.008160
240.000000,0.006720
250.000000,0.008270
260.000000,0.007330
270.000000,0.007140
280.000000,0.006690
290.000000,0.006960
300.000000,0.009640
310.000000,0.008780
320.000000,0.004770
330.000000,0.006980
340.000000,0.006720
350.000000,0.006000
360.000000,0.004950
370.000000,0.005710
380.000000,0.006020
390.000000,0.005290
400.000000,0.007840
410.000000,0.005020
420.000000,0.004950
430.000000,0.005240
440.000000,0.004660
450.000000,0.004670
460.000000,0.005680
470.000000,0.005620
480.000000,0.005780
490.000000,0.005080
500.000000,0.004160
510.000000,0.005040
520.000000,0.004780
530.000000,0.005300
540.000000,0.005360
550.000000,0.004520
560.000000,0.004720
570.000000,0.004850
580.000000,0.003390
590.000000,0.004930
600.000000,0.003720
610.000000,0.005040
620.000000,0.004240
630.000000,0.003420
640.000000,0.004060
650.000000,0.005140
660.000000,0.005510
670.000000,0.004870
680.000000,0.005350
690.000000,0.003420
700.000000,0.005020
710.000000,0.004730
720.000000,0.004690
730.000000,0.004230
740.000000,0.003850
750.000000,0.003320
760.000000,0.004100
770.000000,0.005970
780.000000,0.004330
790.000000,0.003700
800.000000,0.004180
810.000000,0.004260
820.000000,0.002810
830.000000,0.003150
840.000000,0.003510
850.000000,0.003700
860.000000,0.004430
870.000000,0.003360
880.000000,0.003260
890.000000,0.004940
900.000000,0.003720
910.000000,0.002660
920.000000,0.002990
930.000000,0.004660
940.000000,0.003630
950.000000,0.003080
960.000000,0.002890
970.000000,0.002750
980.000000,0.002890
990.000000,0.003940
1000.000000,0.002170
1010.000000,0.004140
1020.000000,0.004250
1030.000000,0.003320
1040.000000,0.003540
1050.000000,0.004650
1060.000000,0.003740
1070.000000,0.003340
1080.000000,0.003440
1090.000000,0.004230
1100.000000,0.003410
1110.000000,0.003380
1120.000000,0.003620
1130.000000,0.002620
1140.000000,0.002520
1150.000000,0.002990
1160.000000,0.002600
1170.000000,0.003040
1180.000000,0.002920
1190.000000,0.003250
1200.000000,0.003630
1210.000000,0.003170
1220.000000,0.003170
1230.000000,0.003760
1240.000000,0.002820
1250.000000,0.002770
1260.000000,0.002490
1270.000000,0.003550
1280.000000,0.003740
1290.000000,0.002860
1300.000000,0.003280
1310.000000,0.003900
1320.000000,0.003580
1330.000000,0.003310
1340.000000,0.003430
1350.000000,0.003090
1360.000000,0.003240
1370.000000,0.003680
1380.000000,0.003110
1390.000000,0.003370
1400.000000,0.003830
1410.000000,0.002970
1420.000000,0.002840
1430.000000,0.003260
1440.000000,0.003250
1450.000000,0.003560
1460.000000,0.002280
1470.000000,0.003310
1480.000000,0.002870
1490.000000,0.002860
1500.000000,0.003540
1510.000000,0.004920
1520.000000,0.003930
1530.000000,0.002680
1540.000000,0.004080
1550.000000,0.002670
1560.000000,0.003510
1570.000000,0.002640
1580.000000,0.002860
1590.000000,0.003700
1600.000000,0.002800
1610.000000,0.003360
1620.000000,0.002410
1630.000000,0.002340
1640.000000,0.002820
1650.000000,0.002310
1660.000000,0.002490
1670.000000,0.002730
1680.000000,0.001900
1690.000000,0.003800
1700.000000,0.002650
1710.000000,0.002800
1720.000000,0.004160
1730.000000,0.002180
1740.000000,0.002460
1750.000000,0.002540
1760.000000,0.003090
1770.000000,0.003220
1780.000000,0.002980
1790.000000,0.001970
1800.000000,0.002590
1810.000000,0.002010
1820.000000,0.003230
1830.000000,0.003460
1840.000000,0.002930
1850.000000,0.003010
1860.000000,0.003080
1870.000000,0.002070
1880.000000,0.002140
1890.000000,0.002420
1900.000000,0.002280
1910.000000,0.002430
1920.000000,0.002380
1930.000000,0.003520
1940.000000,0.003200
1950.000000,0.002050
1960.000000,0.003420
1970.000000,0.003650
1980.000000,0.002570
1990.000000,0.002040
2000.000000,0.002570
2010.000000,0.002270
2020.000000,0.003040
2030.000000,0.002140
2040.000000,0.001730
2050.000000,0.003180
2060.000000,0.002070
2070.000000,0.002430
2080.000000,0.002670
2090.000000,0.002580
2100.000000,0.002360
2110.000000,0.002770
2120.000000,0.002450
2130.000000,0.002640
2140.000000,0.001810
2150.000000,0.002550
2160.000000,0.003250
2170.000000,0.001830
2180.000000,0.002580
2190.000000,0.003200
2200.000000,0.002090
2210.000000,0.001860
2220.000000,0.002590
2230.000000,0.002500
2240.000000,0.002600
2250.000000,0.002660
2260.000000,0.002500
2270.000000,0.001870
2280.000000,0.002240
2290.000000,0.002670
2300.000000,0.001730
2310.000000,0.001850
2320.000000,0.002440
2330.000000,0.003510
2340.000000,0.001910
2350.000000,0.002450
2360.000000,0.002810
2370.000000,0.003270
2380.000000,0.003080
2390.000000,0.002820
2400.000000,0.003210
2410.000000,0.002040
